Kachelname_img,Aktualitaet_img,coords,Kachelname_pc,Aktualitaet_pc,diff
dop10rgbi_32_463_5746_1_nw_2022,2022-03-01,"(463, 5746)",3dm_32_463_5746_1_nw,2019-02-01,1124 days
dop10rgbi_32_415_5789_1_nw_2022,2022-03-01,"(415, 5789)",3dm_32_415_5789_1_nw,2019-02-01,1124 days
dop10rgbi_32_385_5771_1_nw_2022,2022-03-01,"(385, 5771)",3dm_32_385_5771_1_nw,2019-02-01,1124 days
dop10rgbi_32_421_5779_1_nw_2022,2022-03-01,"(421, 5779)",3dm_32_421_5779_1_nw,2019-02-01,1124 days
dop10rgbi_32_421_5780_1_nw_2022,2022-03-01,"(421, 5780)",3dm_32_421_5780_1_nw,2019-02-01,1124 days
dop10rgbi_32_437_5766_1_nw_2022,2022-03-01,"(437, 5766)",3dm_32_437_5766_1_nw,2019-02-01,1124 days
dop10rgbi_32_454_5773_1_nw_2022,2022-03-01,"(454, 5773)",3dm_32_454_5773_1_nw,2019-02-01,1124 days
dop10rgbi_32_455_5768_1_nw_2022,2022-03-01,"(455, 5768)",3dm_32_455_5768_1_nw,2019-02-01,1124 days
dop10rgbi_32_421_5776_1_nw_2022,2022-03-01,"(421, 5776)",3dm_32_421_5776_1_nw,2019-02-01,1124 days
dop10rgbi_32_466_5750_1_nw_2022,2022-03-01,"(466, 5750)",3dm_32_466_5750_1_nw,2019-02-01,1124 days
dop10rgbi_32_444_5771_1_nw_2022,2022-03-01,"(444, 5771)",3dm_32_444_5771_1_nw,2019-02-01,1124 days
dop10rgbi_32_408_5789_1_nw_2022,2022-03-01,"(408, 5789)",3dm_32_408_5789_1_nw,2019-02-01,1124 days
dop10rgbi_32_451_5769_1_nw_2022,2022-03-01,"(451, 5769)",3dm_32_451_5769_1_nw,2019-02-01,1124 days
dop10rgbi_32_448_5764_1_nw_2022,2022-03-01,"(448, 5764)",3dm_32_448_5764_1_nw,2019-02-01,1124 days
dop10rgbi_32_433_5764_1_nw_2022,2022-03-01,"(433, 5764)",3dm_32_433_5764_1_nw,2019-02-01,1124 days
dop10rgbi_32_448_5774_1_nw_2022,2022-03-01,"(448, 5774)",3dm_32_448_5774_1_nw,2019-02-01,1124 days
dop10rgbi_32_413_5766_1_nw_2022,2022-03-01,"(413, 5766)",3dm_32_413_5766_1_nw,2019-02-01,1124 days
dop10rgbi_32_394_5784_1_nw_2022,2022-03-01,"(394, 5784)",3dm_32_394_5784_1_nw,2019-02-01,1124 days
dop10rgbi_32_450_5770_1_nw_2022,2022-03-01,"(450, 5770)",3dm_32_450_5770_1_nw,2019-02-01,1124 days
dop10rgbi_32_450_5769_1_nw_2022,2022-03-01,"(450, 5769)",3dm_32_450_5769_1_nw,2019-02-01,1124 days
dop10rgbi_32_449_5770_1_nw_2022,2022-03-01,"(449, 5770)",3dm_32_449_5770_1_nw,2019-02-01,1124 days
dop10rgbi_32_449_5769_1_nw_2022,2022-03-01,"(449, 5769)",3dm_32_449_5769_1_nw,2019-02-01,1124 days
dop10rgbi_32_443_5765_1_nw_2022,2022-03-01,"(443, 5765)",3dm_32_443_5765_1_nw,2019-02-01,1124 days
dop10rgbi_32_451_5768_1_nw_2022,2022-03-01,"(451, 5768)",3dm_32_451_5768_1_nw,2019-02-01,1124 days
dop10rgbi_32_412_5774_1_nw_2022,2022-03-01,"(412, 5774)",3dm_32_412_5774_1_nw,2019-02-01,1124 days
dop10rgbi_32_404_5784_1_nw_2022,2022-03-01,"(404, 5784)",3dm_32_404_5784_1_nw,2019-02-01,1124 days
dop10rgbi_32_461_5754_1_nw_2022,2022-03-01,"(461, 5754)",3dm_32_461_5754_1_nw,2019-02-01,1124 days
dop10rgbi_32_457_5765_1_nw_2022,2022-03-01,"(457, 5765)",3dm_32_457_5765_1_nw,2019-02-01,1124 days
dop10rgbi_32_416_5776_1_nw_2022,2022-03-01,"(416, 5776)",3dm_32_416_5776_1_nw,2019-02-01,1124 days
dop10rgbi_32_463_5750_1_nw_2022,2022-03-01,"(463, 5750)",3dm_32_463_5750_1_nw,2019-02-01,1124 days
dop10rgbi_32_463_5749_1_nw_2022,2022-03-01,"(463, 5749)",3dm_32_463_5749_1_nw,2019-02-01,1124 days
dop10rgbi_32_452_5761_1_nw_2022,2022-03-01,"(452, 5761)",3dm_32_452_5761_1_nw,2019-02-01,1124 days
dop10rgbi_32_417_5777_1_nw_2022,2022-03-01,"(417, 5777)",3dm_32_417_5777_1_nw,2019-02-01,1124 days
dop10rgbi_32_423_5786_1_nw_2022,2022-03-01,"(423, 5786)",3dm_32_423_5786_1_nw,2019-02-01,1124 days
dop10rgbi_32_412_5786_1_nw_2022,2022-03-01,"(412, 5786)",3dm_32_412_5786_1_nw,2019-02-01,1124 days
dop10rgbi_32_422_5766_1_nw_2022,2022-03-01,"(422, 5766)",3dm_32_422_5766_1_nw,2019-02-01,1124 days
dop10rgbi_32_463_5751_1_nw_2022,2022-03-01,"(463, 5751)",3dm_32_463_5751_1_nw,2019-02-01,1124 days
dop10rgbi_32_426_5786_1_nw_2022,2022-03-01,"(426, 5786)",3dm_32_426_5786_1_nw,2019-02-01,1124 days
dop10rgbi_32_423_5775_1_nw_2022,2022-03-01,"(423, 5775)",3dm_32_423_5775_1_nw,2019-02-01,1124 days
dop10rgbi_32_380_5766_1_nw_2022,2022-03-01,"(380, 5766)",3dm_32_380_5766_1_nw,2019-02-01,1124 days
dop10rgbi_32_421_5787_1_nw_2022,2022-03-01,"(421, 5787)",3dm_32_421_5787_1_nw,2019-02-01,1124 days
dop10rgbi_32_461_5762_1_nw_2022,2022-03-01,"(461, 5762)",3dm_32_461_5762_1_nw,2019-02-01,1124 days
dop10rgbi_32_444_5766_1_nw_2022,2022-03-01,"(444, 5766)",3dm_32_444_5766_1_nw,2019-02-01,1124 days
dop10rgbi_32_411_5786_1_nw_2022,2022-03-01,"(411, 5786)",3dm_32_411_5786_1_nw,2019-02-01,1124 days
dop10rgbi_32_468_5748_1_nw_2022,2022-03-01,"(468, 5748)",3dm_32_468_5748_1_nw,2019-02-01,1124 days
dop10rgbi_32_407_5783_1_nw_2022,2022-03-01,"(407, 5783)",3dm_32_407_5783_1_nw,2019-02-01,1124 days
dop10rgbi_32_415_5788_1_nw_2022,2022-03-01,"(415, 5788)",3dm_32_415_5788_1_nw,2019-02-01,1124 days
dop10rgbi_32_417_5776_1_nw_2022,2022-03-01,"(417, 5776)",3dm_32_417_5776_1_nw,2019-02-01,1124 days
dop10rgbi_32_423_5776_1_nw_2022,2022-03-01,"(423, 5776)",3dm_32_423_5776_1_nw,2019-02-01,1124 days
dop10rgbi_32_416_5785_1_nw_2022,2022-03-01,"(416, 5785)",3dm_32_416_5785_1_nw,2019-02-01,1124 days
dop10rgbi_32_373_5785_1_nw_2022,2022-03-01,"(373, 5785)",3dm_32_373_5785_1_nw,2019-02-01,1124 days
dop10rgbi_32_372_5785_1_nw_2022,2022-03-01,"(372, 5785)",3dm_32_372_5785_1_nw,2019-02-01,1124 days
dop10rgbi_32_468_5749_1_nw_2022,2022-03-01,"(468, 5749)",3dm_32_468_5749_1_nw,2019-02-01,1124 days
dop10rgbi_32_468_5750_1_nw_2022,2022-03-01,"(468, 5750)",3dm_32_468_5750_1_nw,2019-02-01,1124 days
dop10rgbi_32_401_5788_1_nw_2022,2022-03-01,"(401, 5788)",3dm_32_401_5788_1_nw,2019-02-01,1124 days
dop10rgbi_32_448_5771_1_nw_2022,2022-03-01,"(448, 5771)",3dm_32_448_5771_1_nw,2019-02-01,1124 days
dop10rgbi_32_412_5773_1_nw_2022,2022-03-01,"(412, 5773)",3dm_32_412_5773_1_nw,2019-02-01,1124 days
dop10rgbi_32_448_5775_1_nw_2022,2022-03-01,"(448, 5775)",3dm_32_448_5775_1_nw,2019-02-01,1124 days
dop10rgbi_32_423_5771_1_nw_2022,2022-03-01,"(423, 5771)",3dm_32_423_5771_1_nw,2019-02-01,1124 days
dop10rgbi_32_446_5762_1_nw_2022,2022-03-01,"(446, 5762)",3dm_32_446_5762_1_nw,2019-02-01,1124 days
dop10rgbi_32_438_5767_1_nw_2022,2022-03-01,"(438, 5767)",3dm_32_438_5767_1_nw,2019-02-01,1124 days
dop10rgbi_32_455_5775_1_nw_2022,2022-03-01,"(455, 5775)",3dm_32_455_5775_1_nw,2019-02-01,1124 days
dop10rgbi_32_462_5741_1_nw_2022,2022-03-01,"(462, 5741)",3dm_32_462_5741_1_nw,2019-02-01,1124 days
dop10rgbi_32_412_5777_1_nw_2022,2022-03-01,"(412, 5777)",3dm_32_412_5777_1_nw,2019-02-01,1124 days
dop10rgbi_32_406_5787_1_nw_2022,2022-03-01,"(406, 5787)",3dm_32_406_5787_1_nw,2019-02-01,1124 days
dop10rgbi_32_406_5778_1_nw_2022,2022-03-01,"(406, 5778)",3dm_32_406_5778_1_nw,2019-02-01,1124 days
dop10rgbi_32_422_5770_1_nw_2022,2022-03-01,"(422, 5770)",3dm_32_422_5770_1_nw,2019-02-01,1124 days
dop10rgbi_32_428_5774_1_nw_2022,2022-03-01,"(428, 5774)",3dm_32_428_5774_1_nw,2019-02-01,1124 days
dop10rgbi_32_392_5768_1_nw_2022,2022-03-01,"(392, 5768)",3dm_32_392_5768_1_nw,2019-02-01,1124 days
dop10rgbi_32_405_5778_1_nw_2022,2022-03-01,"(405, 5778)",3dm_32_405_5778_1_nw,2019-02-01,1124 days
dop10rgbi_32_419_5787_1_nw_2022,2022-03-01,"(419, 5787)",3dm_32_419_5787_1_nw,2019-02-01,1124 days
dop10rgbi_32_420_5787_1_nw_2022,2022-03-01,"(420, 5787)",3dm_32_420_5787_1_nw,2019-02-01,1124 days
dop10rgbi_32_426_5779_1_nw_2022,2022-03-01,"(426, 5779)",3dm_32_426_5779_1_nw,2019-02-01,1124 days
dop10rgbi_32_426_5780_1_nw_2022,2022-03-01,"(426, 5780)",3dm_32_426_5780_1_nw,2019-02-01,1124 days
dop10rgbi_32_423_5784_1_nw_2022,2022-03-01,"(423, 5784)",3dm_32_423_5784_1_nw,2019-02-01,1124 days
dop10rgbi_32_438_5766_1_nw_2022,2022-03-01,"(438, 5766)",3dm_32_438_5766_1_nw,2019-02-01,1124 days
dop10rgbi_32_450_5765_1_nw_2022,2022-03-01,"(450, 5765)",3dm_32_450_5765_1_nw,2019-02-01,1124 days
dop10rgbi_32_433_5767_1_nw_2022,2022-03-01,"(433, 5767)",3dm_32_433_5767_1_nw,2019-02-01,1124 days
dop10rgbi_32_405_5787_1_nw_2022,2022-03-01,"(405, 5787)",3dm_32_405_5787_1_nw,2019-02-01,1124 days
dop10rgbi_32_427_5768_1_nw_2022,2022-03-01,"(427, 5768)",3dm_32_427_5768_1_nw,2019-02-01,1124 days
dop10rgbi_32_432_5774_1_nw_2022,2022-03-01,"(432, 5774)",3dm_32_432_5774_1_nw,2019-02-01,1124 days
dop10rgbi_32_459_5762_1_nw_2022,2022-03-01,"(459, 5762)",3dm_32_459_5762_1_nw,2019-02-01,1124 days
dop10rgbi_32_467_5743_1_nw_2022,2022-03-01,"(467, 5743)",3dm_32_467_5743_1_nw,2019-02-01,1124 days
dop10rgbi_32_460_5762_1_nw_2022,2022-03-01,"(460, 5762)",3dm_32_460_5762_1_nw,2019-02-01,1124 days
dop10rgbi_32_422_5769_1_nw_2022,2022-03-01,"(422, 5769)",3dm_32_422_5769_1_nw,2019-02-01,1124 days
dop10rgbi_32_411_5777_1_nw_2022,2022-03-01,"(411, 5777)",3dm_32_411_5777_1_nw,2019-02-01,1124 days
dop10rgbi_32_402_5768_1_nw_2022,2022-03-01,"(402, 5768)",3dm_32_402_5768_1_nw,2019-02-01,1124 days
dop10rgbi_32_451_5761_1_nw_2022,2022-03-01,"(451, 5761)",3dm_32_451_5761_1_nw,2019-02-01,1124 days
dop10rgbi_32_427_5765_1_nw_2022,2022-03-01,"(427, 5765)",3dm_32_427_5765_1_nw,2019-02-01,1124 days
dop10rgbi_32_455_5763_1_nw_2022,2022-03-01,"(455, 5763)",3dm_32_455_5763_1_nw,2019-02-01,1124 days
dop10rgbi_32_423_5764_1_nw_2022,2022-03-01,"(423, 5764)",3dm_32_423_5764_1_nw,2019-02-01,1124 days
dop10rgbi_32_399_5789_1_nw_2022,2022-03-01,"(399, 5789)",3dm_32_399_5789_1_nw,2019-02-01,1124 days
dop10rgbi_32_412_5778_1_nw_2022,2022-03-01,"(412, 5778)",3dm_32_412_5778_1_nw,2019-02-01,1124 days
dop10rgbi_32_463_5738_1_nw_2022,2022-03-01,"(463, 5738)",3dm_32_463_5738_1_nw,2019-02-01,1124 days
dop10rgbi_32_409_5789_1_nw_2022,2022-03-01,"(409, 5789)",3dm_32_409_5789_1_nw,2019-02-01,1124 days
dop10rgbi_32_432_5778_1_nw_2022,2022-03-01,"(432, 5778)",3dm_32_432_5778_1_nw,2019-02-01,1124 days
dop10rgbi_32_444_5765_1_nw_2022,2022-03-01,"(444, 5765)",3dm_32_444_5765_1_nw,2019-02-01,1124 days
dop10rgbi_32_410_5789_1_nw_2022,2022-03-01,"(410, 5789)",3dm_32_410_5789_1_nw,2019-02-01,1124 days
dop10rgbi_32_406_5779_1_nw_2022,2022-03-01,"(406, 5779)",3dm_32_406_5779_1_nw,2019-02-01,1124 days
dop10rgbi_32_449_5764_1_nw_2022,2022-03-01,"(449, 5764)",3dm_32_449_5764_1_nw,2019-02-01,1124 days
dop10rgbi_32_450_5764_1_nw_2022,2022-03-01,"(450, 5764)",3dm_32_450_5764_1_nw,2019-02-01,1124 days
dop10rgbi_32_417_5785_1_nw_2022,2022-03-01,"(417, 5785)",3dm_32_417_5785_1_nw,2019-02-01,1124 days
dop10rgbi_32_406_5780_1_nw_2022,2022-03-01,"(406, 5780)",3dm_32_406_5780_1_nw,2019-02-01,1124 days
dop10rgbi_32_400_5780_1_nw_2022,2022-03-01,"(400, 5780)",3dm_32_400_5780_1_nw,2019-02-01,1124 days
dop10rgbi_32_400_5779_1_nw_2022,2022-03-01,"(400, 5779)",3dm_32_400_5779_1_nw,2019-02-01,1124 days
dop10rgbi_32_425_5786_1_nw_2022,2022-03-01,"(425, 5786)",3dm_32_425_5786_1_nw,2019-02-01,1124 days
dop10rgbi_32_417_5781_1_nw_2022,2022-03-01,"(417, 5781)",3dm_32_417_5781_1_nw,2019-02-01,1124 days
dop10rgbi_32_415_5774_1_nw_2022,2022-03-01,"(415, 5774)",3dm_32_415_5774_1_nw,2019-02-01,1124 days
dop10rgbi_32_458_5764_1_nw_2022,2022-03-01,"(458, 5764)",3dm_32_458_5764_1_nw,2019-02-01,1124 days
dop10rgbi_32_441_5766_1_nw_2022,2022-03-01,"(441, 5766)",3dm_32_441_5766_1_nw,2019-02-01,1124 days
dop10rgbi_32_468_5751_1_nw_2022,2022-03-01,"(468, 5751)",3dm_32_468_5751_1_nw,2019-02-01,1124 days
dop10rgbi_32_422_5774_1_nw_2022,2022-03-01,"(422, 5774)",3dm_32_422_5774_1_nw,2019-02-01,1124 days
dop10rgbi_32_467_5749_1_nw_2022,2022-03-01,"(467, 5749)",3dm_32_467_5749_1_nw,2019-02-01,1124 days
dop10rgbi_32_467_5750_1_nw_2022,2022-03-01,"(467, 5750)",3dm_32_467_5750_1_nw,2019-02-01,1124 days
dop10rgbi_32_412_5771_1_nw_2022,2022-03-01,"(412, 5771)",3dm_32_412_5771_1_nw,2019-02-01,1124 days
dop10rgbi_32_423_5777_1_nw_2022,2022-03-01,"(423, 5777)",3dm_32_423_5777_1_nw,2019-02-01,1124 days
dop10rgbi_32_431_5767_1_nw_2022,2022-03-01,"(431, 5767)",3dm_32_431_5767_1_nw,2019-02-01,1124 days
dop10rgbi_32_447_5766_1_nw_2022,2022-03-01,"(447, 5766)",3dm_32_447_5766_1_nw,2019-02-01,1124 days
dop10rgbi_32_462_5748_1_nw_2022,2022-03-01,"(462, 5748)",3dm_32_462_5748_1_nw,2019-02-01,1124 days
dop10rgbi_32_435_5766_1_nw_2022,2022-03-01,"(435, 5766)",3dm_32_435_5766_1_nw,2019-02-01,1124 days
dop10rgbi_32_427_5777_1_nw_2022,2022-03-01,"(427, 5777)",3dm_32_427_5777_1_nw,2019-02-01,1124 days
dop10rgbi_32_417_5778_1_nw_2022,2022-03-01,"(417, 5778)",3dm_32_417_5778_1_nw,2019-02-01,1124 days
dop10rgbi_32_388_5769_1_nw_2022,2022-03-01,"(388, 5769)",3dm_32_388_5769_1_nw,2019-02-01,1124 days
dop10rgbi_32_436_5766_1_nw_2022,2022-03-01,"(436, 5766)",3dm_32_436_5766_1_nw,2019-02-01,1124 days
dop10rgbi_32_428_5776_1_nw_2022,2022-03-01,"(428, 5776)",3dm_32_428_5776_1_nw,2019-02-01,1124 days
dop10rgbi_32_388_5770_1_nw_2022,2022-03-01,"(388, 5770)",3dm_32_388_5770_1_nw,2019-02-01,1124 days
dop10rgbi_32_404_5768_1_nw_2022,2022-03-01,"(404, 5768)",3dm_32_404_5768_1_nw,2019-02-01,1124 days
dop10rgbi_32_394_5766_1_nw_2022,2022-03-01,"(394, 5766)",3dm_32_394_5766_1_nw,2019-02-01,1124 days
dop10rgbi_32_460_5744_1_nw_2022,2022-03-01,"(460, 5744)",3dm_32_460_5744_1_nw,2019-02-01,1124 days
dop10rgbi_32_453_5765_1_nw_2022,2022-03-01,"(453, 5765)",3dm_32_453_5765_1_nw,2019-02-01,1124 days
dop10rgbi_32_445_5773_1_nw_2022,2022-03-01,"(445, 5773)",3dm_32_445_5773_1_nw,2019-02-01,1124 days
dop10rgbi_32_435_5767_1_nw_2022,2022-03-01,"(435, 5767)",3dm_32_435_5767_1_nw,2019-02-01,1124 days
dop10rgbi_32_460_5738_1_nw_2022,2022-03-01,"(460, 5738)",3dm_32_460_5738_1_nw,2019-02-01,1124 days
dop10rgbi_32_420_5764_1_nw_2022,2022-03-01,"(420, 5764)",3dm_32_420_5764_1_nw,2019-02-01,1124 days
dop10rgbi_32_427_5775_1_nw_2022,2022-03-01,"(427, 5775)",3dm_32_427_5775_1_nw,2019-02-01,1124 days
dop10rgbi_32_420_5770_1_nw_2022,2022-03-01,"(420, 5770)",3dm_32_420_5770_1_nw,2019-02-01,1124 days
dop10rgbi_32_420_5769_1_nw_2022,2022-03-01,"(420, 5769)",3dm_32_420_5769_1_nw,2019-02-01,1124 days
dop10rgbi_32_419_5770_1_nw_2022,2022-03-01,"(419, 5770)",3dm_32_419_5770_1_nw,2019-02-01,1124 days
dop10rgbi_32_419_5769_1_nw_2022,2022-03-01,"(419, 5769)",3dm_32_419_5769_1_nw,2019-02-01,1124 days
dop10rgbi_32_419_5764_1_nw_2022,2022-03-01,"(419, 5764)",3dm_32_419_5764_1_nw,2019-02-01,1124 days
dop10rgbi_32_404_5766_1_nw_2022,2022-03-01,"(404, 5766)",3dm_32_404_5766_1_nw,2019-02-01,1124 days
dop10rgbi_32_465_5743_1_nw_2022,2022-03-01,"(465, 5743)",3dm_32_465_5743_1_nw,2019-02-01,1124 days
dop10rgbi_32_394_5768_1_nw_2022,2022-03-01,"(394, 5768)",3dm_32_394_5768_1_nw,2019-02-01,1124 days
dop10rgbi_32_425_5768_1_nw_2022,2022-03-01,"(425, 5768)",3dm_32_425_5768_1_nw,2019-02-01,1124 days
dop10rgbi_32_412_5779_1_nw_2022,2022-03-01,"(412, 5779)",3dm_32_412_5779_1_nw,2019-02-01,1124 days
dop10rgbi_32_412_5780_1_nw_2022,2022-03-01,"(412, 5780)",3dm_32_412_5780_1_nw,2019-02-01,1124 days
dop10rgbi_32_446_5765_1_nw_2022,2022-03-01,"(446, 5765)",3dm_32_446_5765_1_nw,2019-02-01,1124 days
dop10rgbi_32_458_5762_1_nw_2022,2022-03-01,"(458, 5762)",3dm_32_458_5762_1_nw,2019-02-01,1124 days
dop10rgbi_32_380_5784_1_nw_2022,2022-03-01,"(380, 5784)",3dm_32_380_5784_1_nw,2019-02-01,1124 days
dop10rgbi_32_418_5787_1_nw_2022,2022-03-01,"(418, 5787)",3dm_32_418_5787_1_nw,2019-02-01,1124 days
dop10rgbi_32_452_5764_1_nw_2022,2022-03-01,"(452, 5764)",3dm_32_452_5764_1_nw,2019-02-01,1124 days
dop10rgbi_32_402_5785_1_nw_2022,2022-03-01,"(402, 5785)",3dm_32_402_5785_1_nw,2019-02-01,1124 days
dop10rgbi_32_392_5785_1_nw_2022,2022-03-01,"(392, 5785)",3dm_32_392_5785_1_nw,2019-02-01,1124 days
dop10rgbi_32_374_5785_1_nw_2022,2022-03-01,"(374, 5785)",3dm_32_374_5785_1_nw,2019-02-01,1124 days
dop10rgbi_32_391_5773_1_nw_2022,2022-03-01,"(391, 5773)",3dm_32_391_5773_1_nw,2019-02-01,1124 days
dop10rgbi_32_424_5786_1_nw_2022,2022-03-01,"(424, 5786)",3dm_32_424_5786_1_nw,2019-02-01,1124 days
dop10rgbi_32_462_5751_1_nw_2022,2022-03-01,"(462, 5751)",3dm_32_462_5751_1_nw,2019-02-01,1124 days
dop10rgbi_32_412_5789_1_nw_2022,2022-03-01,"(412, 5789)",3dm_32_412_5789_1_nw,2019-02-01,1124 days
dop10rgbi_32_431_5776_1_nw_2022,2022-03-01,"(431, 5776)",3dm_32_431_5776_1_nw,2019-02-01,1124 days
dop10rgbi_32_418_5781_1_nw_2022,2022-03-01,"(418, 5781)",3dm_32_418_5781_1_nw,2019-02-01,1124 days
dop10rgbi_32_407_5784_1_nw_2022,2022-03-01,"(407, 5784)",3dm_32_407_5784_1_nw,2019-02-01,1124 days
dop10rgbi_32_397_5784_1_nw_2022,2022-03-01,"(397, 5784)",3dm_32_397_5784_1_nw,2019-02-01,1124 days
dop10rgbi_32_379_5784_1_nw_2022,2022-03-01,"(379, 5784)",3dm_32_379_5784_1_nw,2019-02-01,1124 days
dop10rgbi_32_451_5765_1_nw_2022,2022-03-01,"(451, 5765)",3dm_32_451_5765_1_nw,2019-02-01,1124 days
dop10rgbi_32_416_5775_1_nw_2022,2022-03-01,"(416, 5775)",3dm_32_416_5775_1_nw,2019-02-01,1124 days
dop10rgbi_32_413_5788_1_nw_2022,2022-03-01,"(413, 5788)",3dm_32_413_5788_1_nw,2019-02-01,1124 days
dop10rgbi_32_442_5765_1_nw_2022,2022-03-01,"(442, 5765)",3dm_32_442_5765_1_nw,2019-02-01,1124 days
dop10rgbi_32_442_5767_1_nw_2022,2022-03-01,"(442, 5767)",3dm_32_442_5767_1_nw,2019-02-01,1124 days
dop10rgbi_32_396_5772_1_nw_2022,2022-03-01,"(396, 5772)",3dm_32_396_5772_1_nw,2019-02-01,1124 days
dop10rgbi_32_406_5772_1_nw_2022,2022-03-01,"(406, 5772)",3dm_32_406_5772_1_nw,2019-02-01,1124 days
dop10rgbi_32_406_5781_1_nw_2022,2022-03-01,"(406, 5781)",3dm_32_406_5781_1_nw,2019-02-01,1124 days
dop10rgbi_32_412_5776_1_nw_2022,2022-03-01,"(412, 5776)",3dm_32_412_5776_1_nw,2019-02-01,1124 days
dop10rgbi_32_468_5747_1_nw_2022,2022-03-01,"(468, 5747)",3dm_32_468_5747_1_nw,2019-02-01,1124 days
dop10rgbi_32_422_5778_1_nw_2022,2022-03-01,"(422, 5778)",3dm_32_422_5778_1_nw,2019-02-01,1124 days
dop10rgbi_32_451_5776_1_nw_2022,2022-03-01,"(451, 5776)",3dm_32_451_5776_1_nw,2019-02-01,1124 days
dop10rgbi_32_473_5751_1_nw_2022,2022-03-01,"(473, 5751)",3dm_32_473_5751_1_nw,2019-02-01,1124 days
dop10rgbi_32_407_5789_1_nw_2022,2022-03-01,"(407, 5789)",3dm_32_407_5789_1_nw,2019-02-01,1124 days
dop10rgbi_32_401_5782_1_nw_2022,2022-03-01,"(401, 5782)",3dm_32_401_5782_1_nw,2019-02-01,1124 days
dop10rgbi_32_422_5776_1_nw_2022,2022-03-01,"(422, 5776)",3dm_32_422_5776_1_nw,2019-02-01,1124 days
dop10rgbi_32_383_5771_1_nw_2022,2022-03-01,"(383, 5771)",3dm_32_383_5771_1_nw,2019-02-01,1124 days
dop10rgbi_32_453_5763_1_nw_2022,2022-03-01,"(453, 5763)",3dm_32_453_5763_1_nw,2019-02-01,1124 days
dop10rgbi_32_436_5768_1_nw_2022,2022-03-01,"(436, 5768)",3dm_32_436_5768_1_nw,2019-02-01,1124 days
dop10rgbi_32_447_5764_1_nw_2022,2022-03-01,"(447, 5764)",3dm_32_447_5764_1_nw,2019-02-01,1124 days
dop10rgbi_32_401_5773_1_nw_2022,2022-03-01,"(401, 5773)",3dm_32_401_5773_1_nw,2019-02-01,1124 days
dop10rgbi_32_452_5766_1_nw_2022,2022-03-01,"(452, 5766)",3dm_32_452_5766_1_nw,2019-02-01,1124 days
dop10rgbi_32_414_5771_1_nw_2022,2022-03-01,"(414, 5771)",3dm_32_414_5771_1_nw,2019-02-01,1124 days
dop10rgbi_32_446_5774_1_nw_2022,2022-03-01,"(446, 5774)",3dm_32_446_5774_1_nw,2019-02-01,1124 days
dop10rgbi_32_424_5767_1_nw_2022,2022-03-01,"(424, 5767)",3dm_32_424_5767_1_nw,2019-02-01,1124 days
dop10rgbi_32_387_5768_1_nw_2022,2022-03-01,"(387, 5768)",3dm_32_387_5768_1_nw,2019-02-01,1124 days
dop10rgbi_32_464_5742_1_nw_2022,2022-03-01,"(464, 5742)",3dm_32_464_5742_1_nw,2019-02-01,1124 days
dop10rgbi_32_424_5788_1_nw_2022,2022-03-01,"(424, 5788)",3dm_32_424_5788_1_nw,2019-02-01,1124 days
dop10rgbi_32_426_5764_1_nw_2022,2022-03-01,"(426, 5764)",3dm_32_426_5764_1_nw,2019-02-01,1124 days
dop10rgbi_32_463_5743_1_nw_2022,2022-03-01,"(463, 5743)",3dm_32_463_5743_1_nw,2019-02-01,1124 days
dop10rgbi_32_418_5768_1_nw_2022,2022-03-01,"(418, 5768)",3dm_32_418_5768_1_nw,2019-02-01,1124 days
dop10rgbi_32_418_5771_1_nw_2022,2022-03-01,"(418, 5771)",3dm_32_418_5771_1_nw,2019-02-01,1124 days
dop10rgbi_32_452_5773_1_nw_2022,2022-03-01,"(452, 5773)",3dm_32_452_5773_1_nw,2019-02-01,1124 days
dop10rgbi_32_403_5767_1_nw_2022,2022-03-01,"(403, 5767)",3dm_32_403_5767_1_nw,2019-02-01,1124 days
dop10rgbi_32_421_5765_1_nw_2022,2022-03-01,"(421, 5765)",3dm_32_421_5765_1_nw,2019-02-01,1124 days
dop10rgbi_32_433_5774_1_nw_2022,2022-03-01,"(433, 5774)",3dm_32_433_5774_1_nw,2019-02-01,1124 days
dop10rgbi_32_457_5772_1_nw_2022,2022-03-01,"(457, 5772)",3dm_32_457_5772_1_nw,2019-02-01,1124 days
dop10rgbi_32_413_5769_1_nw_2022,2022-03-01,"(413, 5769)",3dm_32_413_5769_1_nw,2019-02-01,1124 days
dop10rgbi_32_383_5767_1_nw_2022,2022-03-01,"(383, 5767)",3dm_32_383_5767_1_nw,2019-02-01,1124 days
dop10rgbi_32_413_5770_1_nw_2022,2022-03-01,"(413, 5770)",3dm_32_413_5770_1_nw,2019-02-01,1124 days
dop10rgbi_32_453_5766_1_nw_2022,2022-03-01,"(453, 5766)",3dm_32_453_5766_1_nw,2019-02-01,1124 days
dop10rgbi_32_416_5779_1_nw_2022,2022-03-01,"(416, 5779)",3dm_32_416_5779_1_nw,2019-02-01,1124 days
dop10rgbi_32_428_5777_1_nw_2022,2022-03-01,"(428, 5777)",3dm_32_428_5777_1_nw,2019-02-01,1124 days
dop10rgbi_32_401_5789_1_nw_2022,2022-03-01,"(401, 5789)",3dm_32_401_5789_1_nw,2019-02-01,1124 days
dop10rgbi_32_423_5768_1_nw_2022,2022-03-01,"(423, 5768)",3dm_32_423_5768_1_nw,2019-02-01,1124 days
